Iteration,Vref
1,1.2549671415301122
2,1.2486173569882881
3,1.2564768853810069
4,1.2652302985640802
5,1.2476584662527666
6,1.2476586304305082
7,1.265792128155074
8,1.257674347291529
9,1.2453052561406506
10,1.2554256004358597
11,1.2453658230718754
12,1.2453427024642973
13,1.2524196227156603
14,1.230867197553422
15,1.2327508216748697
16,1.2443771247075903
17,1.2398716887966557
18,1.2531424733259526
19,1.2409197592447878
20,1.235876962986647
21,1.2646564876892155
22,1.2477422369951345
23,1.2506752820468792
24,1.2357525181378655
25,1.2445561727547483
26,1.2511092258970986
27,1.238490064225777
28,1.2537569801834567
29,1.243993613100812
30,1.2470830625020672
31,1.243982933877706
32,1.2685227818450895
33,1.2498650277526206
34,1.239422890710441
35,1.2582254491210318
36,1.2377915635002898
37,1.2520886359500476
38,1.2304032987612021
39,1.2367181395110156
40,1.2519686123586913
41,1.2573846657999541
42,1.2517136828118998
43,1.2488435171761176
44,1.2469889630441071
45,1.2352147800963258
46,1.242801557916053
47,1.2453936122904021
48,1.2605712222621892
49,1.2534361828956846
50,1.2323695984463727
51,1.253240839693948
52,1.2461491771958368
53,1.2432307799969404
54,1.2561167628884087
55,1.2603099952249595
56,1.259312801191162
57,1.2416078247677735
58,1.2469078762414878
59,1.2533126343140357
60,1.2597554512712237
61,1.245208257621547
62,1.2481434102333617
63,1.2389366502599397
64,1.2380379337591934
65,1.258125258223942
66,1.2635624002857082
67,1.2492798987841967
68,1.2600353289789203
69,1.2536163602504764
70,1.2435488024539487
71,1.253613956055084
72,1.2653803656646596
73,1.2496417396089006
74,1.2656464365581401
75,1.2238025489591025
76,1.2582190250437522
77,1.2508704706823817
78,1.2470099264953414
79,1.250917607765355
80,1.230124310853991
81,1.2478032811216249
82,1.2535711257151174
83,1.2647789404474152
84,1.2448172978172636
85,1.241915063971068
86,1.2449824295641547
87,1.2591540211770207
88,1.2532875110965969
89,1.2447023979623295
90,1.2551326743311335
91,1.2509707754934805
92,1.2596864499053289
93,1.2429794690612266
94,1.2467233785340224
95,1.2460789184686785
96,1.2353648505186787
97,1.2529612027706458
98,1.252610552721799
99,1.2500511345664247
100,1.2476541286662486
101,1.235846292579496
102,1.2457935467723464
103,1.2465728548347323
104,1.2419772273077838
105,1.24838714288334
106,1.2540405085681454
107,1.2688618590121052
108,1.2517457781283183
109,1.2525755039072277
110,1.2492555408423383
111,1.2308122878470096
112,1.249734861245508
113,1.2506023020994104
114,1.2746324211248528
115,1.2480763903521888
116,1.253015473423336
117,1.2496528823029476
118,1.2383132196238047
119,1.26142822814515
120,1.2575193303268677
121,1.2579103194704304
122,1.2409061254520526
123,1.264027943109361
124,1.2359814893720773
125,1.2558685709380026
126,1.2719045562580997
127,1.2400946367486931
128,1.2443370227039723
129,1.2509965136508765
130,1.244965243458838
131,1.2344933656893387
132,1.2506856297480602
133,1.239376962862739
134,1.2547359243063518
135,1.2408057576576619
136,1.2654993440501754
137,1.2421674670766376
138,1.2467793848379431
139,1.2581351721736966
140,1.2376913568356605
141,1.2522745993460414
142,1.2630714275428243
143,1.2339251676543876
144,1.2518463385853231
145,1.2525988279424842
146,1.257818228717773
147,1.2376304928912192
148,1.2367954338691571
149,1.255219415656169
150,1.2529698467323318
151,1.2525049285034588
152,1.2534644820949699
153,1.2431997527842151
154,1.25232253697161
155,1.2529307247329868
156,1.2428564858197364
157,1.2686577451114476
158,1.2547383292091179
159,1.2380869650279736
160,1.2565655360863384
161,1.2402531832977268
162,1.2578708460374246
163,1.261585955790074
164,1.241793176816483
165,1.2596337612924433
166,1.254127809269365
167,1.2582206015999449
168,1.2689679298265395
169,1.2475461188399712
170,1.242462638356425
171,1.2411048557037447
172,1.2418418971503455
173,1.249228982905859
174,1.2534115197481663
175,1.2527669079933001
176,1.2582718324903603
177,1.2501300189187792
178,1.2645353407715731
179,1.2473534316676205
180,1.2772016916658961
181,1.2562566734776501
182,1.2414284244358371
183,1.2392910750193888
184,1.254824724152432
185,1.2477653721467414
186,1.257140004940921
187,1.2547323762457354
188,1.2492717108734313
189,1.241532062819316
190,1.2348515277531413
191,1.2455348504793298
192,1.2585639879432347
193,1.252140937441302
194,1.23754261221288
195,1.251731809258512
196,1.2538531737972884
197,1.2411614256379886
198,1.2515372510594553
199,1.25058208718446
200,1.2385702970216939
201,1.2535778736034828
202,1.2556078452636823
203,1.2608305124317527
204,1.2605380205203491
205,1.236223306320429
206,1.2406217496008487
207,1.2551503526720866
208,1.255137859509122
209,1.2551504768630606
210,1.2885273149065473
211,1.2557089051069317
212,1.261355656401806
213,1.259540017634932
214,1.256513912513058
215,1.2468473075535966
216,1.2575896922049328
217,1.2422717478546244
218,1.2476318139326
219,1.245146364521709
220,1.2508187413938632
221,1.273146585666735
222,1.2313273480740825
223,1.2568626019037452
224,1.2338728412881035
225,1.2452806813421056
226,1.2608895059696736
227,1.2506428001909546
228,1.239222552220707
229,1.2428469629074004
230,1.2567959774893467
231,1.2426963336828287
232,1.2521645858958197
233,1.2504557183990381
234,1.243483996523942
235,1.2714394408932532
236,1.2563391902231802
237,1.229748574133424
238,1.2518645431476942
239,1.243382135352316
240,1.2585243333479623
241,1.242074792615673
242,1.248852635585331
243,1.2550498727898045
244,1.2586575519417011
245,1.2379970359294423
246,1.2466549876415904
247,1.2452505468883905
248,1.243466707674263
249,1.267654542402811
250,1.2540498171096095
251,1.2373911604566497
252,1.2591786194705477
253,1.2712215619701264
254,1.2603246526055114
255,1.23480630034046
256,1.2451576592713376
257,1.2626691114918662
258,1.2429233053438122
259,1.2544381942814622
260,1.2577463405342935
261,1.2407306952842192
262,1.249404746439382
263,1.2175873265993093
264,1.2397561235866572
265,1.2474743184860684
266,1.2375221681803514
267,1.2663241130393164
268,1.2356985862203937
269,1.2455995551330301
270,1.2513074057728608
271,1.2644127328906611
272,1.2356413784882057
273,1.2616316375215495
274,1.250102330610196
275,1.2401849134895204
276,1.2546210347426328
277,1.2519905969557348
278,1.2439978312284121
279,1.2506980208499001
280,1.2461468640313824
281,1.2511351734525125
282,1.2566213067452106
283,1.2658601681614534
284,1.2376218450117316
285,1.2713303337465627
286,1.230479122004775
287,1.2484821490496443
288,1.2558831720648458
289,1.2528099186773503
290,1.243773004801794
291,1.2479187774964273
292,1.2450699906534117
293,1.2441063524305578
294,1.2584960209702103
295,1.2535701548596505
296,1.2430709040473935
297,1.2589959987543324
298,1.253072995208766
299,1.2581286211883895
300,1.2562962884192361
301,1.2417100498907794
302,1.2443981895980303
303,1.2574729360512327
304,1.2561037026543347
305,1.2497909840603585
306,1.2511732738330879
307,1.2627766489578842
308,1.2440842861116417
309,1.2554709738117005
310,1.2479780734756611
311,1.2478231879677277
312,1.2609877685198718
313,1.2582541634898803
314,1.2581350963600064
315,1.2630547880715433
316,1.2502100384163275
317,1.2568195297129496
318,1.2468973324340655
319,1.2532416635248844
320,1.248698569456323
321,1.250969959649927
322,1.255951570254369
323,1.2418177931676653
324,1.2709238727568546
325,1.239939826185003
326,1.2378581138721227
327,1.2615811087350006
328,1.2579166269396294
329,1.2562411981705215
330,1.2562834550926427
331,1.2498775322715308
332,1.2410274562851418
333,1.2507580455819374
334,1.243228382884879
335,1.2597511973341775
336,1.2485294261849786
337,1.241745028032075
338,1.24678614158347
339,1.2541293145427563
340,1.2443627544719602
341,1.2417777960443357
342,1.252436872114919
343,1.2524496657110873
344,1.2449305682462888
345,1.2452896169438168
346,1.2523204993735764
347,1.2355191565850268
348,1.2359253622562345
349,1.2428155577874755
350,1.2478655284828815
351,1.25310907565598
352,1.2647535621694954
353,1.2585765962320201
354,1.2484006147003657
355,1.2498098379209732
356,1.239974706353622
357,1.249814868640076
358,1.2471134136107986
359,1.253227185603381
360,1.2417276905644767
361,1.2551934651424117
362,1.2653273891300258
363,1.2489123985154313
364,1.2540171172209895
365,1.2569014399171112
366,1.2459877952811416
367,1.2522409248181041
368,1.250125924007818
369,1.2509767609854883
370,1.2422699021614454
371,1.2502451017425895
372,1.2549799829124546
373,1.2645114360779504
374,1.259592708260852
375,1.2715318245751155
376,1.2423265243711195
377,1.2587232063672067
378,1.2518334200573835
379,1.2718980293321767
380,1.2419170171464484
381,1.2416027815781923
382,1.2440060735455598
383,1.228761042756902
384,1.2447424497831925
385,1.242408673384463
386,1.251503937864762
387,1.2534175597577717
388,1.268761708392159
389,1.2595042383818604
390,1.244230963443376
391,1.2410158532865163
392,1.254919191715065
393,1.2367976679297936
394,1.2683145876585435
395,1.2617944012072129
396,1.2453082434789529
397,1.2328686547090912
398,1.2635387237416542
399,1.2488546015474737
400,1.2623781631197346
401,1.2340557234120564
402,1.2440062497704623
403,1.250052436997182
404,1.2504698059376473
405,1.2454993452852077
406,1.256228499323475
407,1.239323795706174
408,1.248576205149787
409,1.251202956317119
410,1.2551443883405875
411,1.2571161487808888
412,1.2387535790816213
413,1.2346588582926439
414,1.262776768218985
415,1.253323140119796
416,1.2425151346344345
417,1.2655115197552251
418,1.2511567463429285
419,1.2617929718406382
420,1.2506751848141011
421,1.2706074792488198
422,1.267553408424432
423,1.2475103585152092
424,1.2597157095095435
425,1.2564537594958516
426,1.2636863155753235
427,1.240350765394199
428,1.2568605145999845
429,1.2605842448684959
430,1.232412605135769
431,1.2381674148733421
432,1.229607678222399
433,1.2473059316555544
434,1.2571754225579597
435,1.2650235705209603
436,1.2507409478041978
437,1.266286155455713
438,1.236198985417851
439,1.2329661756064485
440,1.2494445230110338
441,1.253840654489393
442,1.2496730525190591
443,1.2293255789996012
444,1.2491087996048722
445,1.2369553049949515
446,1.2566967254883004
447,1.2536659824609684
448,1.2406012021367265
449,1.244861330826633
450,1.2394078647811104
451,1.2493732090272682
452,1.2595514232050125
453,1.2401427395366447
454,1.2550404651551785
455,1.2446974238162756
456,1.2420712716773765
457,1.2489296964004544
458,1.2396475767758062
459,1.2444635069465282
460,1.2380212210741115
461,1.269647251329164
462,1.2503526355197172
463,1.2430027449200742
464,1.2521397991073422
465,1.2488767195030916
466,1.2477903040046678
467,1.2561416670004342
468,1.257575077100473
469,1.2446949885238947
470,1.2442418175935532
471,1.2472494830284835
472,1.2269807883526442
473,1.2348480893780145
474,1.2636687426744453
475,1.2664496771350129
476,1.2475096396044363
477,1.2557655696305576
478,1.2531125015454354
479,1.2807888080845524
480,1.2611957491143457
481,1.2487208240851924
482,1.2404445955939958
483,1.2339355367974243
484,1.2520346363586723
485,1.242436492547157
486,1.2357774629040232
487,1.2435342711575748
488,1.239184519963856
489,1.2668714163507258
490,1.2588163975694946
491,1.2499202735868338
492,1.2647994413889003
493,1.2507736830764762
494,1.2413871579867173
495,1.2652312407726967
496,1.2553891004368465
497,1.2396275384567355
498,1.248096613219164
499,1.2412438174661524
500,1.2361720026903567
501,1.2592617754753164
502,1.2690941664047013
503,1.2360143242618087
504,1.2556296923669057
505,1.2434935743087818
506,1.245128746162353
507,1.2440760607576113
508,1.2413600923032018
509,1.2504852162794482
510,1.2416904988358897
511,1.2527045682577984
512,1.2494976189055087
513,1.2476105195313358
514,1.2409243633795841
515,1.2442322866943167
516,1.2575539122582575
517,1.2550091718762437
518,1.2402244475520146
519,1.2509933230542922
520,1.257513871233718
521,1.2333059471887864
522,1.2554336019237993
523,1.2433737624105414
524,1.2557059866859317
525,1.2423674084345748
526,1.2319511789933548
527,1.2337245756211683
528,1.2504808494666138
529,1.2525972250172148
530,1.2409568337489558
531,1.2563859245877738
532,1.2333847993773104
533,1.2493392020135268
534,1.2378898380023755
535,1.2434816389219785
536,1.2504739867131642
537,1.2413958663471605
538,1.2461544445577017
539,1.2600629280921445
540,1.2442310813047686
541,1.2583569211206513
542,1.238702931453424
543,1.2552980417791528
544,1.264415686206579
545,1.225283554998727
546,1.2420310474452951
547,1.2557707212718054
548,1.2479695461395701
549,1.253711458733713
550,1.2439601481328417
551,1.250865897874729
552,1.2484432276460793
553,1.2616778206165982
554,1.252544208433012
555,1.253376026620752
556,1.2458812303387754
557,1.245123937759275
558,1.2456744181218038
559,1.253944521423783
560,1.2457901551917974
561,1.252897748568964
562,1.2707540079864543
563,1.258711247034317
564,1.2467397646783216
565,1.2620121392216395
566,1.2459192462697846
567,1.2296187546482216
568,1.239919136890826
569,1.2312920807897414
570,1.246484865159587
571,1.2501841837918954
572,1.266764373122753
573,1.2532692737376416
574,1.2478089947119113
575,1.258294055811835
576,1.227888646909921
577,1.2523561455810857
578,1.2577086519388696
579,1.2352141375422017
580,1.2614375404320692
581,1.2533849640749442
582,1.245847120860992
583,1.256327818661063
584,1.272706928578044
585,1.251818662550585
586,1.2524822058630034
587,1.2454063910045976
588,1.241501556305352
589,1.2583033581654424
590,1.2414391617409113
591,1.250715662372194
592,1.2452234255323489
593,1.2547897982574638
594,1.2533366210528696
595,1.260375399442579
596,1.2448998360114525
597,1.2473012506470662
598,1.2402123628421768
599,1.2455570673992389
600,1.2537730049304485
601,1.2575698861664535
602,1.2407783467582238
603,1.2586960592010565
604,1.2635563785880495
605,1.254134349032237
606,1.2687679581255806
607,1.2422621080089642
608,1.237553452966886
609,1.2322127975109571
610,1.2649604431148918
611,1.2565436565635406
612,1.2494441532908955
613,1.2527996862631983
614,1.2387451095270163
615,1.2744575197961683
616,1.2512922118197523
617,1.251093947946049
618,1.257257666238987
619,1.254810092317367
620,1.2522388402427913
621,1.2420952554455469
622,1.25471468357136
623,1.2688202449647503
624,1.2634542004615499
625,1.2659318662663939
626,1.2448878432356882
627,1.2401039517974142
628,1.2487421307990034
629,1.250557249122887
630,1.2609419151847094
631,1.2330753537028518
632,1.265295503194606
633,1.2484199210142102
634,1.2457311893005258
635,1.2398789562473984
636,1.2334514332813422
637,1.258231705839619
638,1.2507331796718841
639,1.2371003910025895
640,1.237049212279364
641,1.2466421530070988
642,1.2666902152528938
643,1.247404086486364
644,1.234968570468819
645,1.2475425693591407
646,1.2472727643025232
647,1.2230311335705844
648,1.249457051334822
649,1.2476906546979132
650,1.2569620636481342
651,1.2684895609494535
652,1.2612656502954775
653,1.2473111130944516
654,1.2389347409125833
655,1.2757335980324986
656,1.2505921843401449
657,1.2501392929191295
658,1.2497587491289
659,1.2519808476076786
660,1.2485563958807606
661,1.2442633799311977
662,1.244531410587596
663,1.24967246729784
664,1.2445657522886624
665,1.2428715421732284
666,1.251064302276919
667,1.2474502278257915
668,1.2650399298858268
669,1.2234903019160699
670,1.2609150685192245
671,1.2624608519249763
672,1.2292660976759184
673,1.2465731240591964
674,1.2462855913400421
675,1.2359248830528218
676,1.2422218331240913
677,1.2388942415453417
678,1.2675227044342363
679,1.2593567839314745
680,1.2627155509499415
681,1.2572167206404323
682,1.2387094822878277
683,1.2447547973372022
684,1.2548937456122793
685,1.2377787219110805
686,1.2571299843017238
687,1.2475967460184187
688,1.246251791924504
689,1.257109599682035
690,1.2544426331148604
